size of int array, time for copying into enclave (TE-seconds),TE-ms,TE-ns,time for copying to other untrusted memory region(TO-s),TO-ms,TO-ns,kb,mb
353280,0,1,1135636,0,0,146387,1380,1
353536,0,1,1126937,0,0,137274,1381,1
353792,0,1,1122469,0,0,134774,1382,1
354048,0,1,1118798,0,0,135657,1383,1
354304,0,1,1147555,0,0,142556,1384,1
354560,0,1,1142362,0,0,135727,1385,1
354816,0,1,1149558,0,0,136482,1386,1
355072,0,1,1132468,0,0,136681,1387,1
355328,0,1,1142485,0,0,174362,1388,1
355584,0,1,1179733,0,0,163953,1389,1
355840,0,1,1157822,0,0,150357,1390,1
356096,0,1,1131669,0,0,142466,1391,1
356352,0,1,1155817,0,0,147692,1392,1
356608,0,1,1143059,0,0,141873,1393,1
356864,0,1,1128088,0,0,139898,1394,1
357120,0,1,1133762,0,0,137226,1395,1
357376,0,1,1169137,0,0,146011,1396,1
357632,0,1,1125045,0,0,139335,1397,1
357888,0,1,1157618,0,0,140220,1398,1
358144,0,1,1170042,0,0,146390,1399,1
358400,0,1,1151297,0,0,149627,1400,1
358656,0,1,1134399,0,0,142889,1401,1
358912,0,1,1157741,0,0,136581,1402,1
359168,0,1,1127846,0,0,139892,1403,1
359424,0,1,1162298,0,0,145359,1404,1
359680,0,1,1158829,0,0,142308,1405,1
359936,0,1,1135643,0,0,142285,1406,1
360192,0,1,1138901,0,0,143948,1407,1
360448,0,1,1176568,0,0,147094,1408,1
360704,0,1,1137467,0,0,142357,1409,1
360960,0,1,1142442,0,0,140316,1410,1
361216,0,1,1181491,0,0,138246,1411,1
361472,0,1,1157129,0,0,149783,1412,1
361728,0,1,1145965,0,0,144855,1413,1
361984,0,1,1159570,0,0,139214,1414,1
362240,0,1,1148196,0,0,174941,1415,1
362496,0,1,1180707,0,0,164371,1416,1
362752,0,1,1172335,0,0,145799,1417,1
363008,0,1,1159713,0,0,146133,1418,1
363264,0,1,1165634,0,0,142135,1419,1
363520,0,1,1187498,0,0,147682,1420,1
363776,0,1,1169727,0,0,144783,1421,1
364032,0,1,1161013,0,0,144557,1422,1
364288,0,1,1195647,0,0,141152,1423,1
364544,0,1,1173446,0,0,153302,1424,1
364800,0,1,1160764,0,0,144102,1425,1
365056,0,1,1173889,0,0,142321,1426,1
365312,0,1,1157053,0,0,145773,1427,1
365568,0,1,1176813,0,0,149814,1428,1
365824,0,1,1161184,0,0,155619,1429,1
366080,0,1,1165260,0,0,145332,1430,1
366336,0,1,1167856,0,0,145498,1431,1
366592,0,1,1183898,0,0,159609,1432,1
366848,0,1,1169695,0,0,149467,1433,1
367104,0,1,1171401,0,0,148045,1434,1
367360,0,1,1167223,0,0,154085,1435,1
367616,0,1,1217007,0,0,156990,1436,1
367872,0,1,1173701,0,0,145105,1437,1
368128,0,1,1183713,0,0,145003,1438,1
368384,0,1,1168638,0,0,150029,1439,1
368640,0,1,1192554,0,0,154636,1440,1
368896,0,1,1183155,0,0,147337,1441,1
369152,0,1,1177677,0,0,149041,1442,1
369408,0,1,1174494,0,0,150240,1443,1
369664,0,1,1211228,0,0,153358,1444,1
369920,0,1,1177334,0,0,150892,1445,1
370176,0,1,1182287,0,0,150209,1446,1
370432,0,1,1205921,0,0,153976,1447,1
370688,0,1,1228319,0,0,181318,1448,1
370944,0,1,1182049,0,0,152252,1449,1
371200,0,1,1198650,0,0,149919,1450,1
371456,0,1,1178498,0,0,152286,1451,1
371712,0,1,1201698,0,0,155368,1452,1
371968,0,1,1205468,0,0,150416,1453,1
372224,0,1,1178151,0,0,154555,1454,1
372480,0,1,1188894,0,0,155864,1455,1
372736,0,1,1217156,0,0,155131,1456,1
372992,0,1,1196563,0,0,153134,1457,1
373248,0,1,1190521,0,0,153570,1458,1
373504,0,1,1217172,0,0,152717,1459,1
373760,0,1,1240600,0,0,158758,1460,1
374016,0,1,1187275,0,0,153916,1461,1
374272,0,1,1203531,0,0,150961,1462,1
374528,0,1,1181929,0,0,153841,1463,1
374784,0,1,1211128,0,0,156386,1464,1
375040,0,1,1207158,0,0,150991,1465,1
375296,0,1,1188289,0,0,150451,1466,1
375552,0,1,1199753,0,0,153722,1467,1
375808,0,1,1231825,0,0,157356,1468,1
376064,0,1,1190674,0,0,153116,1469,1
376320,0,1,1200022,0,0,153371,1470,1
376576,0,1,1208369,0,0,153581,1471,1
376832,0,1,1215246,0,0,162047,1472,1
377088,0,1,1222673,0,0,151803,1473,1
377344,0,1,1217607,0,0,154569,1474,1
377600,0,1,1199447,0,0,156079,1475,1
377856,0,1,1223096,0,0,160336,1476,1
378112,0,1,1303176,0,0,168927,1477,1
378368,0,1,1204017,0,0,164041,1478,1
378624,0,1,1209049,0,0,163927,1479,1
378880,0,1,1227778,0,0,163809,1480,1
379136,0,1,1210963,0,0,154649,1481,1
379392,0,1,1227429,0,0,154737,1482,1
379648,0,1,1204214,0,0,156546,1483,1
379904,0,1,1234836,0,0,163026,1484,1
380160,0,1,1244417,0,0,153698,1485,1
380416,0,1,1206848,0,0,156385,1486,1
380672,0,1,1211615,0,0,158374,1487,1
380928,0,1,1247727,0,0,160853,1488,1
381184,0,1,1221337,0,0,185768,1489,1
381440,0,1,1227436,0,0,174014,1490,1
381696,0,1,1231098,0,0,159585,1491,1
381952,0,1,1435593,0,0,188949,1492,1
382208,0,1,1208423,0,0,165982,1493,1
382464,0,1,1237020,0,0,161999,1494,1
382720,0,1,1223997,0,0,159866,1495,1
382976,0,1,1260624,0,0,173155,1496,1
383232,0,1,1224171,0,0,173589,1497,1
383488,0,1,1229961,0,0,162646,1498,1
383744,0,1,1240923,0,0,157333,1499,1
384000,0,1,1238434,0,0,171149,1500,1
384256,0,1,1226956,0,0,164732,1501,1
384512,0,1,1328281,0,0,232276,1502,1
384768,0,1,1295862,0,0,251590,1503,1
385024,0,1,1413899,0,0,812460,1504,1
385280,0,1,1354532,0,0,193005,1505,1
385536,0,1,1260070,0,0,201571,1506,1
385792,0,1,1317949,0,0,169226,1507,1
386048,0,1,1258171,0,0,222863,1508,1
386304,0,1,1238119,0,0,179961,1509,1
386560,0,1,1262734,0,0,169080,1510,1
386816,0,1,1264282,0,0,168695,1511,1
387072,0,1,1303636,0,0,169079,1512,1
387328,0,1,1261933,0,0,172210,1513,1
387584,0,1,1264412,0,0,167060,1514,1
387840,0,1,1284094,0,0,165280,1515,1
388096,0,1,1252432,0,0,205925,1516,1
388352,0,1,1242312,0,0,168956,1517,1
388608,0,1,1279148,0,0,222667,1518,1
388864,0,1,1247199,0,0,176885,1519,1
389120,0,1,1288928,0,0,183194,1520,1
389376,0,1,1279981,0,0,169828,1521,1
389632,0,1,1277280,0,0,168336,1522,1
389888,0,1,1292460,0,0,165552,1523,1
390144,0,1,1291905,0,0,178850,1524,1
390400,0,1,1250132,0,0,196947,1525,1
390656,0,1,1262960,0,0,168690,1526,1
390912,0,1,1260667,0,0,169034,1527,1
391168,0,1,1301673,0,0,177422,1528,1
391424,0,1,1344344,0,0,207772,1529,1
391680,0,1,1320320,0,0,202762,1530,1
391936,0,1,1321047,0,0,181245,1531,1
392192,0,1,1318592,0,0,192551,1532,1
392448,0,1,1301269,0,0,196797,1533,1
392704,0,1,1281876,0,0,202515,1534,1
392960,0,1,1252455,0,0,177933,1535,1
393216,0,1,1288611,0,0,184255,1536,1
393472,0,1,1321213,0,0,178095,1537,1
393728,0,1,1297733,0,0,174447,1538,1
393984,0,1,1303406,0,0,172250,1539,1
394240,0,1,1301856,0,0,185958,1540,1
394496,0,1,1290906,0,0,177532,1541,1
394752,0,1,1284464,0,0,171867,1542,1
395008,0,1,1267990,0,0,174370,1543,1
395264,0,1,1293662,0,0,181971,1544,1
395520,0,1,1287488,0,0,179030,1545,1
395776,0,1,1269174,0,0,174556,1546,1
396032,0,1,1268729,0,0,185260,1547,1
396288,0,1,1292859,0,0,183566,1548,1
396544,0,1,1281028,0,0,204491,1549,1
396800,0,1,1302076,0,0,192429,1550,1
397056,0,1,1274369,0,0,177202,1551,1
397312,0,1,1319984,0,0,185395,1552,1
397568,0,1,1294286,0,0,187722,1553,1
397824,0,1,1287311,0,0,189489,1554,1
398080,0,1,1292438,0,0,188968,1555,1
398336,0,1,1304516,0,0,191958,1556,1
398592,0,1,1295352,0,0,208944,1557,1
398848,0,1,1315320,0,0,185627,1558,1
399104,0,1,1273928,0,0,183991,1559,1
399360,0,1,1302824,0,0,189416,1560,1
399616,0,1,1302356,0,0,177914,1561,1
399872,0,1,1280630,0,0,178953,1562,1
400128,0,1,1314458,0,0,207256,1563,1
400384,0,1,1311091,0,0,192410,1564,1
400640,0,1,1291018,0,0,187394,1565,1
400896,0,1,1316006,0,0,174573,1566,1
401152,0,1,1277113,0,0,182858,1567,1
401408,0,1,1313474,0,0,190443,1568,1
401664,0,1,1307075,0,0,185232,1569,1
401920,0,1,1283356,0,0,184927,1570,1
402176,0,1,1293993,0,0,193496,1571,1
402432,0,1,1324842,0,0,201598,1572,1
402688,0,1,1308489,0,0,194138,1573,1
402944,0,1,1344599,0,0,187106,1574,1
403200,0,1,1291687,0,0,188151,1575,1
403456,0,1,1319068,0,0,199325,1576,1
403712,0,1,1317921,0,0,190425,1577,1
403968,0,1,1299951,0,0,194346,1578,1
404224,0,1,1307617,0,0,194388,1579,1
404480,0,1,1319835,0,0,200660,1580,1
404736,0,1,1308997,0,0,193210,1581,1
404992,0,1,1330227,0,0,190150,1582,1
405248,0,1,1301735,0,0,202022,1583,1
405504,0,1,1327714,0,0,202847,1584,1
405760,0,1,1351808,0,0,193053,1585,1
406016,0,1,1311272,0,0,190523,1586,1
406272,0,1,1325532,0,0,180439,1587,1
406528,0,1,1324354,0,0,197672,1588,1
406784,0,1,1309122,0,0,190261,1589,1
407040,0,1,1334631,0,0,183273,1590,1
407296,0,1,1298182,0,0,189798,1591,1
407552,0,1,1336506,0,0,197153,1592,1
407808,0,1,1323220,0,0,189451,1593,1
408064,0,1,1311963,0,0,185560,1594,1
408320,0,1,1326711,0,0,184341,1595,1
408576,0,1,1349965,0,0,196910,1596,1
408832,0,1,1315546,0,0,186620,1597,1
409088,0,1,1338644,0,0,185140,1598,1
409344,0,1,1315434,0,0,191342,1599,1
409600,0,1,1351704,0,0,188529,1600,1
409856,0,1,1325471,0,0,191233,1601,1
410112,0,1,1327867,0,0,192230,1602,1
410368,0,1,1338234,0,0,184432,1603,1
410624,0,1,1323191,0,0,198332,1604,1
410880,0,1,1321312,0,0,193746,1605,1
411136,0,1,1336270,0,0,192642,1606,1
411392,0,1,1342739,0,0,189453,1607,1
411648,0,1,1365258,0,0,190283,1608,1
411904,0,1,1313241,0,0,191808,1609,1
412160,0,1,1324060,0,0,190772,1610,1
412416,0,1,1352023,0,0,191755,1611,1
412672,0,1,1338866,0,0,202259,1612,1
412928,0,1,1328456,0,0,201247,1613,1
413184,0,1,1327370,0,0,194912,1614,1
413440,0,1,1329477,0,0,194946,1615,1
413696,0,1,1380196,0,0,196521,1616,1
413952,0,1,1322446,0,0,195523,1617,1
414208,0,1,1349750,0,0,194591,1618,1
414464,0,1,1346928,0,0,198772,1619,1
414720,0,1,1356798,0,0,203495,1620,1
414976,0,1,1352936,0,0,193919,1621,1
415232,0,1,1322161,0,0,212913,1622,1
415488,0,1,1348687,0,0,209733,1623,1
415744,0,1,1380316,0,0,200958,1624,1
416000,0,1,1335240,0,0,196720,1625,1
416256,0,1,1363860,0,0,191428,1626,1
416512,0,1,1334413,0,0,198664,1627,1
416768,0,1,1366366,0,0,231642,1628,1
417024,0,1,1363572,0,0,199242,1629,1
417280,0,1,1343017,0,0,199090,1630,1
417536,0,1,1363851,0,0,191932,1631,1
417792,0,1,1368926,0,0,211120,1632,1
418048,0,1,1354169,0,0,198813,1633,1
418304,0,1,1368502,0,0,193303,1634,1
418560,0,1,1334313,0,0,199694,1635,1
418816,0,1,1374185,0,0,213063,1636,1
419072,0,1,1350090,0,0,200325,1637,1
419328,0,1,1360456,0,0,199951,1638,1
419584,0,1,1391114,0,0,192627,1639,1
419840,0,1,1362693,0,0,209101,1640,1
420096,0,1,1356995,0,0,200319,1641,1
420352,0,1,1362746,0,0,201312,1642,1
420608,0,1,1363499,0,0,202646,1643,1
420864,0,1,1402141,0,0,195500,1644,1
421120,0,1,1343458,0,0,202031,1645,1
421376,0,1,1358086,0,0,201273,1646,1
421632,0,1,1377323,0,0,203819,1647,1
421888,0,1,1379456,0,0,208736,1648,1
422144,0,1,1388131,0,0,190744,1649,1
422400,0,1,1368414,0,0,204190,1650,1
422656,0,1,1365805,0,0,204451,1651,1
422912,0,1,1396327,0,0,211209,1652,1
423168,0,1,1361570,0,0,201035,1653,1
423424,0,1,1387882,0,0,192340,1654,1
423680,0,1,1350193,0,0,206413,1655,1
423936,0,1,1392446,0,0,211604,1656,1
424192,0,1,1384741,0,0,204704,1657,1
424448,0,1,1367232,0,0,206584,1658,1
424704,0,1,1392438,0,0,195438,1659,1
424960,0,1,1413274,0,0,229668,1660,1
425216,0,1,1377751,0,0,205872,1661,1
425472,0,1,1389751,0,0,207672,1662,1
425728,0,1,1375829,0,0,206215,1663,1
425984,0,1,1412243,0,0,206045,1664,1
426240,0,1,1360204,0,0,204575,1665,1
426496,0,1,1379309,0,0,206757,1666,1
426752,0,1,1399062,0,0,211517,1667,1
427008,0,1,1399035,0,0,215045,1668,1
427264,0,1,1398199,0,0,200932,1669,1
427520,0,1,1384903,0,0,209228,1670,1
427776,0,1,1379402,0,0,207785,1671,1
428032,0,1,1417534,0,0,215646,1672,1
428288,0,1,1378793,0,0,207366,1673,1
428544,0,1,1405620,0,0,212388,1674,1
428800,0,1,1374176,0,0,220614,1675,1
429056,0,1,1403759,0,0,220646,1676,1
429312,0,1,1385301,0,0,209517,1677,1
429568,0,1,1397448,0,0,212362,1678,1
429824,0,1,1412097,0,0,198356,1679,1
430080,0,1,1393852,0,0,217636,1680,1
430336,0,1,1409525,0,0,216827,1681,1
430592,0,1,1392520,0,0,209120,1682,1
430848,0,1,1391797,0,0,208688,1683,1
431104,0,1,1676535,0,0,212066,1684,1
431360,0,1,1395484,0,0,227868,1685,1
431616,0,1,1415382,0,0,211016,1686,1
431872,0,1,1381364,0,0,211837,1687,1
432128,0,1,1414259,0,0,219370,1688,1
432384,0,1,1417722,0,0,215923,1689,1
432640,0,1,1392697,0,0,210927,1690,1
432896,0,1,1435797,0,0,209149,1691,1
433152,0,1,1404828,0,0,220809,1692,1
433408,0,1,1391537,0,0,216185,1693,1
433664,0,1,1415714,0,0,217251,1694,1
433920,0,1,1394768,0,0,211954,1695,1
434176,0,1,1444003,0,0,215694,1696,1
434432,0,1,1384544,0,0,215724,1697,1
434688,0,1,1400297,0,0,220127,1698,1
434944,0,1,1409631,0,0,216914,1699,1
435200,0,1,1429313,0,0,222678,1700,1
435456,0,1,1450444,0,0,211854,1701,1
435712,0,1,1410783,0,0,230204,1702,1
435968,0,1,1428859,0,0,210703,1703,1
436224,0,1,1423399,0,0,226699,1704,1
436480,0,1,1407914,0,0,217677,1705,1
436736,0,1,1423407,0,0,213514,1706,1
436992,0,1,1405508,0,0,214597,1707,1
437248,0,1,1450825,0,0,211237,1708,1
437504,0,1,1400667,0,0,218043,1709,1
437760,0,1,1405962,0,0,216000,1710,1
438016,0,1,1444445,0,0,219788,1711,1
438272,0,1,1440435,0,0,224965,1712,1
438528,0,1,1437607,0,0,212243,1713,1
438784,0,1,1401855,0,0,216499,1714,1
439040,0,1,1423326,0,0,223937,1715,1
439296,0,1,1438302,0,0,229313,1716,1
439552,0,1,1423150,0,0,217748,1717,1
439808,0,1,1440751,0,0,214040,1718,1
440064,0,1,1415146,0,0,218771,1719,1
440320,0,1,1468693,0,0,220648,1720,1
440576,0,1,1437190,0,0,222150,1721,1
440832,0,1,1424565,0,0,217915,1722,1
441088,0,1,1437455,0,0,222768,1723,1
441344,0,1,1453353,0,0,203377,1724,1
441600,0,1,1438534,0,0,213303,1725,1
441856,0,1,1405622,0,0,221667,1726,1
442112,0,1,1424284,0,0,228348,1727,1
442368,0,1,1447812,0,0,231686,1728,1
442624,0,1,1425379,0,0,222279,1729,1
442880,0,1,1449792,0,0,220052,1730,1
443136,0,1,1444309,0,0,220155,1731,1
443392,0,1,1468124,0,0,220132,1732,1
443648,0,1,1417321,0,0,225471,1733,1
443904,0,1,1435230,0,0,225873,1734,1
444160,0,1,1448714,0,0,226399,1735,1
444416,0,1,1457561,0,0,232069,1736,1
444672,0,1,1455936,0,0,218652,1737,1
444928,0,1,1422066,0,0,222715,1738,1
445184,0,1,1454573,0,0,218328,1739,1
445440,0,1,1457978,0,0,234078,1740,1
445696,0,1,1458008,0,0,226537,1741,1
445952,0,1,1460114,0,0,224866,1742,1
446208,0,1,1436961,0,0,224585,1743,1
446464,0,1,1480960,0,0,219550,1744,1
446720,0,1,1420216,0,0,223692,1745,1
446976,0,1,1448628,0,0,239335,1746,1
447232,0,1,1455206,0,0,233323,1747,1
447488,0,1,1470194,0,0,233648,1748,1
447744,0,1,1460557,0,0,223772,1749,1
448000,0,1,1444246,0,0,227100,1750,1
448256,0,1,1490921,0,0,212075,1751,1
448512,0,1,1448930,0,0,236433,1752,1
448768,0,1,1443593,0,0,236068,1753,1
449024,0,1,1451150,0,0,230588,1754,1
449280,0,1,1451109,0,0,228481,1755,1
449536,0,1,1487931,0,0,230155,1756,1
449792,0,1,1441750,0,0,231623,1757,1
450048,0,1,1467992,0,0,219581,1758,1
450304,0,1,1444757,0,0,233035,1759,1
450560,0,1,1470552,0,0,265320,1760,1
450816,0,1,1470787,0,0,234723,1761,1
451072,0,1,1457722,0,0,228837,1762,1
451328,0,1,1478873,0,0,223723,1763,1
451584,0,1,1464345,0,0,236008,1764,1
451840,0,1,1474530,0,0,220747,1765,1
452096,0,1,1447488,0,0,233934,1766,1
452352,0,1,1462223,0,0,233690,1767,1
452608,0,1,1497993,0,0,237006,1768,1
452864,0,1,1462517,0,0,234354,1769,1
453120,0,1,1502288,0,0,228169,1770,1
453376,0,1,1449726,0,0,234052,1771,1
453632,0,1,1499378,0,0,226895,1772,1
453888,0,1,1453719,0,0,234339,1773,1
454144,0,1,1470418,0,0,235399,1774,1
454400,0,1,1481658,0,0,235170,1775,1
454656,0,1,1488874,0,0,239062,1776,1
454912,0,1,1489126,0,0,230053,1777,1
455168,0,1,1461037,0,0,232376,1778,1
455424,0,1,1484356,0,0,226616,1779,1
455680,0,1,1494677,0,0,243200,1780,1
455936,0,1,1474135,0,0,246526,1781,1
456192,0,1,1475662,0,0,238192,1782,1
456448,0,1,1480346,0,0,236298,1783,1
456704,0,1,1517730,0,0,237657,1784,1
456960,0,1,1472264,0,0,237744,1785,1
457216,0,1,1490536,0,0,213819,1786,1
457472,0,1,1461142,0,0,237564,1787,1
457728,0,1,1502396,0,0,245743,1788,1
457984,0,1,1511555,0,0,236408,1789,1
458240,0,1,1486500,0,0,238595,1790,1
458496,0,1,1501991,0,0,237412,1791,1
458752,0,1,1498456,0,0,248331,1792,1
459008,0,1,1501973,0,0,226111,1793,1
459264,0,1,1461724,0,0,237446,1794,1
459520,0,1,1502035,0,0,227767,1795,1
459776,0,1,1498432,0,0,247285,1796,1
460032,0,1,1493105,0,0,240082,1797,1
460288,0,1,1508184,0,0,242672,1798,1
460544,0,1,1511588,0,0,239523,1799,1
460800,0,1,1526225,0,0,241608,1800,1
461056,0,1,1481329,0,0,237281,1801,1
461312,0,1,1516820,0,0,224938,1802,1
461568,0,1,1479846,0,0,242645,1803,1
461824,0,1,1519000,0,0,250474,1804,1
462080,0,1,1499109,0,0,247258,1805,1
462336,0,1,1501965,0,0,241573,1806,1
462592,0,1,1514919,0,0,244910,1807,1
462848,0,1,1539056,0,0,251592,1808,1
463104,0,1,1516677,0,0,235430,1809,1
463360,0,1,1488026,0,0,239510,1810,1
463616,0,1,1512585,0,0,232808,1811,1
463872,0,1,1506072,0,0,251315,1812,1
464128,0,1,1501416,0,0,251658,1813,1
464384,0,1,1503607,0,0,239597,1814,1
464640,0,1,1505865,0,0,244488,1815,1
464896,0,1,1547069,0,0,246151,1816,1
465152,0,1,1501855,0,0,243803,1817,1
465408,0,1,1545741,0,0,231871,1818,1
465664,0,1,1487807,0,0,244549,1819,1
465920,0,1,1536777,0,0,240234,1820,1
466176,0,1,1506103,0,0,245079,1821,1
466432,0,1,1509438,0,0,246582,1822,1
466688,0,1,1528654,0,0,248117,1823,1
466944,0,1,1533415,0,0,252304,1824,1
467200,0,1,1532406,0,0,240099,1825,1
467456,0,1,1523182,0,0,244848,1826,1
467712,0,1,1559445,0,0,234617,1827,1
467968,0,1,1518652,0,0,253406,1828,1
468224,0,1,1534529,0,0,230236,1829,1
468480,0,1,1505100,0,0,243632,1830,1
468736,0,1,1521791,0,0,254366,1831,1
468992,0,1,1540804,0,0,254056,1832,1
469248,0,1,1516628,0,0,246132,1833,1
469504,0,1,1540813,0,0,242503,1834,1
469760,0,1,1515746,0,0,248727,1835,1
470016,0,1,1566747,0,0,266129,1836,1
470272,0,1,1506253,0,0,246434,1837,1
470528,0,1,1540719,0,0,234518,1838,1
470784,0,1,1508910,0,0,248434,1839,1
471040,0,1,1545351,0,0,258183,1840,1
471296,0,1,1527582,0,0,251611,1841,1
471552,0,1,1530411,0,0,249590,1842,1
471808,0,1,1551554,0,0,244258,1843,1
472064,0,1,1547139,0,0,258032,1844,1
472320,0,1,1551849,0,0,243435,1845,1
472576,0,1,1541809,0,0,252410,1846,1
472832,0,1,1547180,0,0,227365,1847,1
473088,0,1,1527999,0,0,256631,1848,1
473344,0,1,1551542,0,0,241564,1849,1
473600,0,1,1532504,0,0,249118,1850,1
473856,0,1,1534906,0,0,252036,1851,1
474112,0,1,1572391,0,0,261493,1852,1
474368,0,1,1543326,0,0,251567,1853,1
474624,0,1,1560121,0,0,248574,1854,1
474880,0,1,1550818,0,0,252565,1855,1
475136,0,1,1581633,0,0,250581,1856,1
475392,0,1,1525827,0,0,283995,1857,1
475648,0,1,1570744,0,0,232674,1858,1
475904,0,1,1515044,0,0,250756,1859,1
476160,0,1,1581681,0,0,247259,1860,1
476416,0,1,1550667,0,0,255787,1861,1
476672,0,1,1549078,0,0,256462,1862,1
476928,0,1,1565248,0,0,255298,1863,1
477184,0,1,1599821,0,0,263399,1864,1
477440,0,1,1563835,0,0,250424,1865,1
477696,0,1,1552603,0,0,256805,1866,1
477952,0,1,1568653,0,0,247119,1867,1
478208,0,1,1558314,0,0,265409,1868,1
478464,0,1,1570610,0,0,232616,1869,1
478720,0,1,1651044,0,0,249615,1870,1
478976,0,1,1658619,0,0,354656,1871,1
479232,0,1,1804282,0,0,252715,1872,1
479488,0,1,1642886,0,0,240219,1873,1
479744,0,1,1560565,0,0,262422,1874,1
480000,0,1,1594315,0,0,244027,1875,1
480256,0,1,1844971,0,0,282274,1876,1
480512,0,1,1587046,0,0,241158,1877,1
480768,0,1,1581537,0,0,259489,1878,1
481024,0,1,1593318,0,0,265356,1879,1
481280,0,1,1615998,0,0,270989,1880,1
481536,0,1,1585798,0,0,261209,1881,1
481792,0,1,1630209,0,0,256178,1882,1
482048,0,1,1580573,0,0,258815,1883,1
482304,0,1,1634720,0,0,293116,1884,1
482560,0,1,1589624,0,0,260769,1885,1
482816,0,1,1616797,0,0,252315,1886,1
483072,0,1,1579892,0,0,261492,1887,1
483328,0,1,1640458,0,0,240051,1888,1
483584,0,1,1570506,0,0,262402,1889,1
483840,0,1,1605542,0,0,266603,1890,1
484096,0,1,1546510,0,0,263813,1891,1
484352,0,1,1633694,0,0,273744,1892,1
484608,0,1,1584277,0,0,260942,1893,1
484864,0,1,1603993,0,0,319132,1894,1
485120,0,1,1609439,0,0,256124,1895,1
485376,0,1,1627519,0,0,290073,1896,1
485632,0,1,1622646,0,0,245199,1897,1
485888,0,1,1593153,0,0,261152,1898,1
486144,0,1,1644867,0,0,263097,1899,1
486400,0,1,1600580,0,0,269961,1900,1
486656,0,1,1599085,0,0,255324,1901,1
486912,0,1,1578921,0,0,261124,1902,1
487168,0,1,1594448,0,0,256507,1903,1
487424,0,1,1591082,0,0,264798,1904,1
487680,0,1,1601863,0,0,241656,1905,1
487936,0,1,1566515,0,0,263882,1906,1
488192,0,1,1598925,0,0,242700,1907,1
488448,0,1,1618310,0,0,270537,1908,1
488704,0,1,1603165,0,0,252619,1909,1
488960,0,1,1578077,0,0,269354,1910,1
489216,0,1,1589174,0,0,306563,1911,1
489472,0,1,1626074,0,0,253094,1912,1
489728,0,1,1591841,0,0,268966,1913,1
489984,0,1,1619372,0,0,259573,1914,1
490240,0,1,1600726,0,0,269390,1915,1
490496,0,1,1628209,0,0,268849,1916,1
490752,0,1,1610343,0,0,266084,1917,1
491008,0,1,1614644,0,0,260209,1918,1
491264,0,1,1588243,0,0,263776,1919,1
491520,0,1,1636313,0,0,265307,1920,1
491776,0,1,1590869,0,0,268318,1921,1
492032,0,1,1623742,0,0,248919,1922,1
492288,0,1,1575824,0,0,272082,1923,1
492544,0,1,1638019,0,0,245195,1924,1
492800,0,1,1577570,0,0,268045,1925,1
493056,0,1,1645328,0,0,261494,1926,1
493312,0,1,1601339,0,0,277638,1927,1
493568,0,1,1637390,0,0,272109,1928,1
493824,0,1,1608215,0,0,280376,1929,1
494080,0,1,1612754,0,0,276702,1930,1
494336,0,1,1612631,0,0,274913,1931,1
494592,0,1,1640893,0,0,274232,1932,1
494848,0,1,1625382,0,0,266108,1933,1
495104,0,1,1612396,0,0,273590,1934,1
495360,0,1,1644550,0,0,268108,1935,1
495616,0,1,1632845,0,0,280195,1936,1
495872,0,1,1633240,0,0,261686,1937,1
496128,0,1,1610565,0,0,274837,1938,1
496384,0,1,1645143,0,0,264424,1939,1
496640,0,1,1642427,0,0,277732,1940,1
496896,0,1,1656247,0,0,264961,1941,1
497152,0,1,1604363,0,0,273758,1942,1
497408,0,1,1655837,0,0,249005,1943,1
497664,0,1,1615975,0,0,279722,1944,1
497920,0,1,1637735,0,0,245357,1945,1
498176,0,1,1592183,0,0,273640,1946,1
498432,0,1,1634249,0,0,251059,1947,1
498688,0,1,1625315,0,0,280925,1948,1
498944,0,1,1632692,0,0,258882,1949,1
499200,0,1,1611646,0,0,274369,1950,1
499456,0,1,1627835,0,0,275841,1951,1
499712,0,1,1670243,0,0,283193,1952,1
499968,0,1,1626484,0,0,281953,1953,1
500224,0,1,1629674,0,0,278703,1954,1
500480,0,1,1626722,0,0,272429,1955,1
500736,0,1,1665430,0,0,280328,1956,1
500992,0,1,1624382,0,0,286311,1957,1
501248,0,1,1649644,0,0,278752,1958,1
501504,0,1,1627746,0,0,288472,1959,1
501760,0,1,1664568,0,0,290614,1960,1
502016,0,1,1667094,0,0,286689,1961,1
502272,0,1,1655087,0,0,272690,1962,1
502528,0,1,1628378,0,0,275333,1963,1
502784,0,1,1675894,0,0,278999,1964,1
503040,0,1,1627305,0,0,278484,1965,1
503296,0,1,1677365,0,0,276872,1966,1
503552,0,1,1632771,0,0,282928,1967,1
503808,0,1,1673435,0,0,273221,1968,1
504064,0,1,1663215,0,0,277788,1969,1
504320,0,1,1653982,0,0,260255,1970,1
504576,0,1,1627488,0,0,276160,1971,1
504832,0,1,1677721,0,0,253445,1972,1
505088,0,1,1617119,0,0,275145,1973,1
505344,0,1,1667848,0,0,251636,1974,1
505600,0,1,1613669,0,0,274257,1975,1
505856,0,1,1686277,0,0,258322,1976,1
506112,0,1,1617855,0,0,281379,1977,1
506368,0,1,1677476,0,0,261633,1978,1
506624,0,1,1647576,0,0,276053,1979,1
506880,0,1,1690885,0,0,277878,1980,1
507136,0,1,1651027,0,0,278969,1981,1
507392,0,1,1648852,0,0,281356,1982,1
507648,0,1,1654610,0,0,282111,1983,1
507904,0,1,1674746,0,0,285474,1984,1
