size of int array, time for copying into enclave (TE-seconds),TE-ms,TE-ns,time for copying to other untrusted memory region(TO-s),TO-ms,TO-ns,kb,mb
663040,0,2,2150483,0,0,350043,2590,2
663296,0,2,2153031,0,0,339950,2591,2
663552,0,2,2248937,0,0,357064,2592,2
663808,0,2,2136633,0,0,342876,2593,2
664064,0,2,2166223,0,0,341872,2594,2
664320,0,2,2186461,0,0,332002,2595,2
664576,0,2,2156287,0,0,344500,2596,2
664832,0,2,2180360,0,0,341517,2597,2
665088,0,2,2169125,0,0,340984,2598,2
665344,0,2,2173575,0,0,345660,2599,2
665600,0,2,2209329,0,0,344742,2600,2
665856,0,2,2134743,0,0,337699,2601,2
666112,0,2,2159814,0,0,337481,2602,2
666368,0,2,2196450,0,0,331265,2603,2
666624,0,2,2146706,0,0,342898,2604,2
666880,0,2,2208666,0,0,324619,2605,2
667136,0,2,2187719,0,0,337054,2606,2
667392,0,2,2151844,0,0,345807,2607,2
667648,0,2,2204462,0,0,348167,2608,2
667904,0,2,2154689,0,0,348061,2609,2
668160,0,2,2169187,0,0,346991,2610,2
668416,0,2,2206441,0,0,341243,2611,2
668672,0,2,2181139,0,0,341341,2612,2
668928,0,2,2180845,0,0,344585,2613,2
669184,0,2,2201819,0,0,328096,2614,2
669440,0,2,2158837,0,0,354811,2615,2
669696,0,2,2211629,0,0,357001,2616,2
669952,0,2,2184967,0,0,329980,2617,2
670208,0,2,2192124,0,0,340867,2618,2
670464,0,2,2196787,0,0,347637,2619,2
670720,0,2,2182455,0,0,347893,2620,2
670976,0,2,2165822,0,0,338495,2621,2
671232,0,2,2230599,0,0,347679,2622,2
671488,0,2,2163319,0,0,352443,2623,2
671744,0,2,2214806,0,0,349802,2624,2
672000,0,2,2229926,0,0,343718,2625,2
672256,0,2,2158766,0,0,340221,2626,2
672512,0,2,2196376,0,0,348202,2627,2
672768,0,2,2223147,0,0,345788,2628,2
673024,0,2,2176190,0,0,345820,2629,2
673280,0,2,2212014,0,0,348141,2630,2
673536,0,2,2214656,0,0,344618,2631,2
673792,0,2,2217861,0,0,368351,2632,2
674048,0,2,2228589,0,0,345116,2633,2
674304,0,2,2174753,0,0,357640,2634,2
674560,0,2,2194472,0,0,348990,2635,2
674816,0,2,2248050,0,0,348030,2636,2
675072,0,2,2163573,0,0,344594,2637,2
675328,0,2,2229134,0,0,333489,2638,2
675584,0,2,2212935,0,0,332905,2639,2
675840,0,2,2193440,0,0,356579,2640,2
676096,0,2,2211955,0,0,342755,2641,2
676352,0,2,2211196,0,0,339607,2642,2
676608,0,2,2184168,0,0,349471,2643,2
676864,0,2,2500822,0,0,345995,2644,2
677120,0,2,2213976,0,0,346095,2645,2
677376,0,2,2187701,0,0,355327,2646,2
677632,0,2,2225904,0,0,355685,2647,2
677888,0,2,2208081,0,0,350469,2648,2
678144,0,2,2202904,0,0,349275,2649,2
678400,0,2,2245353,0,0,348453,2650,2
678656,0,2,2197407,0,0,347499,2651,2
678912,0,2,2219763,0,0,355585,2652,2
679168,0,2,2236337,0,0,335892,2653,2
679424,0,2,2202503,0,0,334379,2654,2
679680,0,2,2213177,0,0,357731,2655,2
679936,0,2,2252902,0,0,343797,2656,2
680192,0,2,2209347,0,0,343545,2657,2
680448,0,2,2234113,0,0,353539,2658,2
680704,0,2,2221749,0,0,343261,2659,2
680960,0,2,2211251,0,0,352253,2660,2
681216,0,2,2237269,0,0,354616,2661,2
681472,0,2,2210648,0,0,340723,2662,2
681728,0,2,2205577,0,0,384558,2663,2
681984,0,2,2267993,0,0,356942,2664,2
682240,0,2,2196252,0,0,352063,2665,2
682496,0,2,2210834,0,0,356688,2666,2
682752,0,2,2254210,0,0,342332,2667,2
683008,0,2,2214972,0,0,357210,2668,2
683264,0,2,2211263,0,0,346344,2669,2
683520,0,2,2272294,0,0,337584,2670,2
683776,0,2,2193052,0,0,353405,2671,2
684032,0,2,2248742,0,0,355135,2672,2
684288,0,2,2247406,0,0,337956,2673,2
684544,0,2,2196871,0,0,345581,2674,2
684800,0,2,2244205,0,0,354607,2675,2
685056,0,2,2315620,0,0,439747,2676,2
685312,0,2,2404736,0,0,728907,2677,2
685568,0,2,2244942,0,0,362193,2678,2
685824,0,2,2292862,0,0,347909,2679,2
686080,0,2,2238690,0,0,357445,2680,2
686336,0,2,2241963,0,0,357297,2681,2
686592,0,2,2329924,0,0,389683,2682,2
686848,0,2,2246280,0,0,352859,2683,2
687104,0,2,2277984,0,0,379028,2684,2
687360,0,2,2294348,0,0,337193,2685,2
687616,0,2,2285292,0,0,348842,2686,2
687872,0,2,2258749,0,0,381755,2687,2
688128,0,2,2311055,0,0,346482,2688,2
688384,0,2,2250732,0,0,392014,2689,2
688640,0,2,2260167,0,0,349452,2690,2
688896,0,2,2321785,0,0,340468,2691,2
689152,0,2,2253466,0,0,350273,2692,2
689408,0,2,2298820,0,0,356220,2693,2
689664,0,2,2295471,0,0,367504,2694,2
689920,0,2,2266278,0,0,355626,2695,2
690176,0,2,2295263,0,0,355766,2696,2
690432,0,2,2283013,0,0,343535,2697,2
690688,0,2,2268281,0,0,363797,2698,2
690944,0,2,2273619,0,0,388316,2699,2
691200,0,2,2317888,0,0,353819,2700,2
691456,0,2,2267944,0,0,358254,2701,2
691712,0,2,2256142,0,0,357399,2702,2
691968,0,2,2261572,0,0,347160,2703,2
692224,0,2,2243408,0,0,348187,2704,2
692480,0,2,2277942,0,0,346083,2705,2
692736,0,2,2269701,0,0,350631,2706,2
692992,0,2,2228956,0,0,390267,2707,2
693248,0,2,2285801,0,0,361568,2708,2
693504,0,2,2268806,0,0,339995,2709,2
693760,0,2,2242228,0,0,361666,2710,2
694016,0,2,2276862,0,0,361771,2711,2
694272,0,2,2274377,0,0,356636,2712,2
694528,0,2,2240357,0,0,369083,2713,2
694784,0,2,2306698,0,0,367910,2714,2
695040,0,2,2278443,0,0,363473,2715,2
695296,0,2,2277661,0,0,375756,2716,2
695552,0,2,2291127,0,0,356106,2717,2
695808,0,2,2265481,0,0,353636,2718,2
696064,0,2,2251558,0,0,365007,2719,2
696320,0,2,2325811,0,0,369924,2720,2
696576,0,2,2270524,0,0,374566,2721,2
696832,0,2,2263502,0,0,362038,2722,2
697088,0,2,2287301,0,0,363084,2723,2
697344,0,2,2283649,0,0,348923,2724,2
697600,0,2,2255412,0,0,356229,2725,2
697856,0,2,2321426,0,0,357429,2726,2
698112,0,2,2272443,0,0,353271,2727,2
698368,0,2,2273125,0,0,363313,2728,2
698624,0,2,2297454,0,0,362017,2729,2
698880,0,2,2264740,0,0,342860,2730,2
699136,0,2,2259966,0,0,365944,2731,2
699392,0,2,2311677,0,0,364185,2732,2
699648,0,2,2284799,0,0,348652,2733,2
699904,0,2,2269788,0,0,371056,2734,2
700160,0,2,2295473,0,0,363875,2735,2
700416,0,2,2271716,0,0,366430,2736,2
700672,0,2,2267901,0,0,354963,2737,2
700928,0,2,2313472,0,0,362676,2738,2
701184,0,2,2277719,0,0,366431,2739,2
701440,0,2,2288026,0,0,369357,2740,2
701696,0,2,2309049,0,0,360393,2741,2
701952,0,2,2259419,0,0,368097,2742,2
702208,0,2,2271100,0,0,364008,2743,2
702464,0,2,2328218,0,0,367141,2744,2
702720,0,2,2288848,0,0,367648,2745,2
702976,0,2,2296547,0,0,377053,2746,2
703232,0,2,2315268,0,0,368604,2747,2
703488,0,2,2292287,0,0,349977,2748,2
703744,0,2,2275377,0,0,361615,2749,2
704000,0,2,2317069,0,0,361298,2750,2
704256,0,2,2304620,0,0,357084,2751,2
704512,0,2,2295565,0,0,360589,2752,2
704768,0,2,2319290,0,0,363969,2753,2
705024,0,2,2290493,0,0,351598,2754,2
705280,0,2,2270992,0,0,357317,2755,2
705536,0,2,2336656,0,0,368541,2756,2
705792,0,2,2284098,0,0,355662,2757,2
706048,0,2,2306343,0,0,365101,2758,2
706304,0,2,2322572,0,0,362686,2759,2
706560,0,2,2305209,0,0,362921,2760,2
706816,0,2,2281754,0,0,360355,2761,2
707072,0,2,2325737,0,0,369861,2762,2
707328,0,2,2290500,0,0,353790,2763,2
707584,0,2,2322279,0,0,365786,2764,2
707840,0,2,2333388,0,0,366346,2765,2
708096,0,2,2296624,0,0,357083,2766,2
708352,0,2,2287619,0,0,375004,2767,2
708608,0,2,2341369,0,0,372159,2768,2
708864,0,2,2311158,0,0,362898,2769,2
709120,0,2,2301215,0,0,367522,2770,2
709376,0,2,2319679,0,0,370072,2771,2
709632,0,2,2323266,0,0,368475,2772,2
709888,0,2,2303893,0,0,370621,2773,2
710144,0,2,2331980,0,0,366777,2774,2
710400,0,2,2307395,0,0,358543,2775,2
710656,0,2,2322411,0,0,368403,2776,2
710912,0,2,2319998,0,0,378587,2777,2
711168,0,2,2322769,0,0,358160,2778,2
711424,0,2,2291424,0,0,373512,2779,2
711680,0,2,2338754,0,0,381673,2780,2
711936,0,2,2330532,0,0,356650,2781,2
712192,0,2,2310923,0,0,360712,2782,2
712448,0,2,2324217,0,0,368345,2783,2
712704,0,2,2354806,0,0,362887,2784,2
712960,0,2,2296230,0,0,364356,2785,2
713216,0,2,2313716,0,0,368755,2786,2
713472,0,2,2343415,0,0,363444,2787,2
713728,0,2,2304253,0,0,396816,2788,2
713984,0,2,2319348,0,0,366131,2789,2
714240,0,2,2349847,0,0,357749,2790,2
714496,0,2,2294400,0,0,372661,2791,2
714752,0,2,2326406,0,0,371853,2792,2
715008,0,2,2355911,0,0,364655,2793,2
715264,0,2,2302053,0,0,376471,2794,2
715520,0,2,2331058,0,0,372434,2795,2
715776,0,2,2376408,0,0,376036,2796,2
716032,0,2,2308456,0,0,371511,2797,2
716288,0,2,2323334,0,0,376633,2798,2
716544,0,2,2350720,0,0,378740,2799,2
716800,0,2,2347470,0,0,365910,2800,2
717056,0,2,2330685,0,0,367964,2801,2
717312,0,2,2349988,0,0,377668,2802,2
717568,0,2,2335381,0,0,362667,2803,2
717824,0,2,2328124,0,0,377578,2804,2
718080,0,2,2347763,0,0,369361,2805,2
718336,0,2,2345897,0,0,365242,2806,2
718592,0,2,2333329,0,0,381733,2807,2
718848,0,2,2363687,0,0,387691,2808,2
719104,0,2,2352516,0,0,360873,2809,2
719360,0,2,2314680,0,0,383332,2810,2
719616,0,2,2339460,0,0,370471,2811,2
719872,0,2,2389723,0,0,368759,2812,2
720128,0,2,2331552,0,0,375867,2813,2
720384,0,2,2332802,0,0,365213,2814,2
720640,0,2,2369353,0,0,372041,2815,2
720896,0,2,2340704,0,0,378195,2816,2
721152,0,2,2336736,0,0,378180,2817,2
721408,0,2,2375995,0,0,366178,2818,2
721664,0,2,2360597,0,0,369026,2819,2
721920,0,2,2353780,0,0,416773,2820,2
722176,0,2,2380468,0,0,380406,2821,2
722432,0,2,2359446,0,0,372925,2822,2
722688,0,2,2336585,0,0,380900,2823,2
722944,0,2,2377056,0,0,377195,2824,2
723200,0,2,2393914,0,0,364789,2825,2
723456,0,2,2335005,0,0,375358,2826,2
723712,0,2,2354433,0,0,379129,2827,2
723968,0,2,2398062,0,0,372916,2828,2
724224,0,2,2327337,0,0,372132,2829,2
724480,0,2,2343895,0,0,377919,2830,2
724736,0,2,2411660,0,0,367681,2831,2
724992,0,2,2348232,0,0,379880,2832,2
725248,0,2,2344831,0,0,374512,2833,2
725504,0,2,2380999,0,0,373853,2834,2
725760,0,2,2355434,0,0,363741,2835,2
726016,0,2,2594893,0,0,379433,2836,2
726272,0,2,2408416,0,0,369281,2837,2
726528,0,2,2373549,0,0,368926,2838,2
726784,0,2,2340524,0,0,386930,2839,2
727040,0,2,2383546,0,0,466847,2840,2
727296,0,2,2419049,0,0,382668,2841,2
727552,0,2,2371153,0,0,383732,2842,2
727808,0,2,2401685,0,0,379459,2843,2
728064,0,2,2435062,0,0,383073,2844,2
728320,0,2,2365683,0,0,374158,2845,2
728576,0,2,2348003,0,0,366164,2846,2
728832,0,2,2389530,0,0,388268,2847,2
729088,0,2,2391998,0,0,368292,2848,2
729344,0,2,2368819,0,0,373766,2849,2
729600,0,2,2394526,0,0,380652,2850,2
729856,0,2,2396410,0,0,372490,2851,2
730112,0,2,2362116,0,0,387940,2852,2
730368,0,2,2374379,0,0,380365,2853,2
730624,0,2,2403759,0,0,378761,2854,2
730880,0,2,2376785,0,0,388319,2855,2
731136,0,2,2381232,0,0,399463,2856,2
731392,0,2,2406055,0,0,375946,2857,2
731648,0,2,2376517,0,0,368570,2858,2
731904,0,2,2364733,0,0,382586,2859,2
732160,0,2,2405255,0,0,390400,2860,2
732416,0,2,2404045,0,0,372406,2861,2
732672,0,2,2372480,0,0,373377,2862,2
732928,0,2,2385623,0,0,378742,2863,2
733184,0,2,2423582,0,0,371484,2864,2
733440,0,2,2360250,0,0,395059,2865,2
733696,0,2,2374506,0,0,380558,2866,2
733952,0,2,2438351,0,0,377825,2867,2
734208,0,2,2394283,0,0,370642,2868,2
734464,0,2,2372556,0,0,379432,2869,2
734720,0,2,2421966,0,0,380426,2870,2
734976,0,2,2398306,0,0,372721,2871,2
735232,0,2,2378763,0,0,385182,2872,2
735488,0,2,2418638,0,0,385631,2873,2
735744,0,2,2418299,0,0,365764,2874,2
736000,0,2,2369508,0,0,386876,2875,2
736256,0,2,2398360,0,0,387659,2876,2
736512,0,2,2426691,0,0,370403,2877,2
736768,0,2,2381098,0,0,382622,2878,2
737024,0,2,2402672,0,0,377904,2879,2
737280,0,2,2437634,0,0,392957,2880,2
737536,0,2,2399376,0,0,365665,2881,2
737792,0,2,2373800,0,0,385541,2882,2
738048,0,2,2406547,0,0,380093,2883,2
738304,0,2,2437672,0,0,381314,2884,2
738560,0,2,2390430,0,0,382467,2885,2
738816,0,2,2401768,0,0,374004,2886,2
739072,0,2,2422359,0,0,371072,2887,2
739328,0,2,2405653,0,0,398065,2888,2
739584,0,2,2432324,0,0,402228,2889,2
739840,0,2,2435989,0,0,387676,2890,2
740096,0,2,2444671,0,0,365297,2891,2
740352,0,2,2434734,0,0,414497,2892,2
740608,0,2,2411664,0,0,387007,2893,2
740864,0,2,2445870,0,0,382943,2894,2
741120,0,2,2415867,0,0,384993,2895,2
741376,0,2,2427960,0,0,392288,2896,2
741632,0,2,2529087,0,0,488714,2897,2
741888,0,2,2848182,0,0,413878,2898,2
742144,0,2,2446606,0,0,391369,2899,2
742400,0,2,2447788,0,0,391999,2900,2
742656,0,2,2451079,0,0,394626,2901,2
742912,0,2,2520356,0,0,396332,2902,2
743168,0,2,2427223,0,0,428099,2903,2
743424,0,2,2467366,0,0,382972,2904,2
743680,0,2,2498156,0,0,374109,2905,2
743936,0,2,2446935,0,0,388854,2906,2
744192,0,2,2423159,0,0,407981,2907,2
744448,0,2,2517465,0,0,384265,2908,2
744704,0,2,2590260,0,0,411704,2909,2
744960,0,2,2480667,0,0,419452,2910,2
745216,0,2,2452746,0,0,411275,2911,2
745472,0,2,2514653,0,0,393776,2912,2
745728,0,2,2474675,0,0,382858,2913,2
745984,0,2,2479095,0,0,397115,2914,2
746240,0,2,2462970,0,0,389329,2915,2
746496,0,2,2502840,0,0,380241,2916,2
746752,0,2,2467238,0,0,387370,2917,2
747008,0,2,2443554,0,0,413116,2918,2
747264,0,2,2472326,0,0,422883,2919,2
747520,0,2,2457416,0,0,392529,2920,2
747776,0,2,2408243,0,0,393550,2921,2
748032,0,2,2439217,0,0,386460,2922,2
748288,0,2,2463985,0,0,376203,2923,2
748544,0,2,2430699,0,0,423596,2924,2
748800,0,2,2483725,0,0,382106,2925,2
749056,0,2,2484181,0,0,394607,2926,2
749312,0,2,2460464,0,0,394479,2927,2
749568,0,2,2437295,0,0,389519,2928,2
749824,0,2,2450660,0,0,387437,2929,2
750080,0,2,2467875,0,0,372466,2930,2
750336,0,2,2451564,0,0,388423,2931,2
750592,0,2,2434334,0,0,392440,2932,2
750848,0,2,2471079,0,0,396156,2933,2
751104,0,2,2458203,0,0,395124,2934,2
751360,0,2,2440714,0,0,395074,2935,2
751616,0,2,2469851,0,0,395524,2936,2
751872,0,2,2495608,0,0,387193,2937,2
752128,0,2,2428304,0,0,392833,2938,2
752384,0,2,2431231,0,0,402283,2939,2
752640,0,2,2484072,0,0,392587,2940,2
752896,0,2,2457541,0,0,383792,2941,2
753152,0,2,2433389,0,0,393645,2942,2
753408,0,2,2476104,0,0,392068,2943,2
753664,0,2,2494461,0,0,391532,2944,2
753920,0,2,2430148,0,0,382177,2945,2
754176,0,2,2441150,0,0,392673,2946,2
754432,0,2,2470047,0,0,396874,2947,2
754688,0,2,2483580,0,0,420443,2948,2
754944,0,2,2426915,0,0,394539,2949,2
755200,0,2,2460138,0,0,391183,2950,2
755456,0,2,2485362,0,0,390835,2951,2
755712,0,2,2463943,0,0,390460,2952,2
755968,0,2,2442600,0,0,387475,2953,2
756224,0,2,2502811,0,0,394817,2954,2
756480,0,2,2468472,0,0,380156,2955,2
756736,0,2,2449536,0,0,400051,2956,2
756992,0,2,2465944,0,0,389778,2957,2
757248,0,2,2494041,0,0,391260,2958,2
757504,0,2,2458325,0,0,390856,2959,2
757760,0,2,2481510,0,0,402579,2960,2
758016,0,2,2476312,0,0,393124,2961,2
758272,0,2,2530626,0,0,407076,2962,2
758528,0,2,2455535,0,0,389762,2963,2
758784,0,2,2470183,0,0,403076,2964,2
759040,0,2,2497289,0,0,402667,2965,2
759296,0,2,2489615,0,0,384348,2966,2
759552,0,2,2443370,0,0,381454,2967,2
759808,0,2,2485069,0,0,395604,2968,2
760064,0,2,2483535,0,0,387446,2969,2
760320,0,2,2461984,0,0,396586,2970,2
760576,0,2,2462357,0,0,409361,2971,2
760832,0,2,2530482,0,0,394821,2972,2
761088,0,2,2501204,0,0,386816,2973,2
761344,0,2,2457961,0,0,399608,2974,2
761600,0,2,2467735,0,0,382764,2975,2
761856,0,2,2512913,0,0,405813,2976,2
762112,0,2,2486795,0,0,386563,2977,2
762368,0,2,2461637,0,0,385236,2978,2
762624,0,2,2500183,0,0,401147,2979,2
762880,0,2,2513775,0,0,388940,2980,2
763136,0,2,2462582,0,0,397326,2981,2
763392,0,2,2459366,0,0,391634,2982,2
763648,0,2,2516818,0,0,398321,2983,2
763904,0,2,2494702,0,0,390663,2984,2
764160,0,2,2457871,0,0,390242,2985,2
764416,0,2,2467990,0,0,400401,2986,2
764672,0,2,2516679,0,0,407650,2987,2
764928,0,2,2476955,0,0,401595,2988,2
765184,0,2,2497516,0,0,400214,2989,2
765440,0,2,2506677,0,0,401056,2990,2
765696,0,2,2512275,0,0,385346,2991,2
765952,0,2,2482006,0,0,410606,2992,2
766208,0,2,2482896,0,0,389535,2993,2
766464,0,2,2515909,0,0,405001,2994,2
766720,0,2,2521151,0,0,392716,2995,2
766976,0,2,2492961,0,0,411111,2996,2
767232,0,2,2494945,0,0,395984,2997,2
767488,0,2,2528441,0,0,393943,2998,2
767744,0,2,2482766,0,0,384049,2999,2
768000,0,2,2521352,0,0,417398,3000,2
768256,0,2,2518302,0,0,397998,3001,2
768512,0,2,2519560,0,0,394386,3002,2
768768,0,2,2479053,0,0,410587,3003,2
769024,0,2,2496625,0,0,407374,3004,2
769280,0,2,2527104,0,0,398092,3005,2
769536,0,2,2533048,0,0,400067,3006,2
769792,0,2,2482320,0,0,390866,3007,2
770048,0,2,2520735,0,0,417568,3008,2
770304,0,2,2533732,0,0,401809,3009,2
770560,0,2,2499651,0,0,390960,3010,2
770816,0,2,2486910,0,0,401946,3011,2
771072,0,2,2548160,0,0,408894,3012,2
771328,0,2,2534526,0,0,393165,3013,2
771584,0,2,2488255,0,0,403049,3014,2
771840,0,2,2519778,0,0,407482,3015,2
772096,0,2,2545439,0,0,412086,3016,2
772352,0,2,2554899,0,0,399038,3017,2
772608,0,2,2486156,0,0,404098,3018,2
772864,0,2,2490896,0,0,389634,3019,2
773120,0,2,2545598,0,0,395963,3020,2
773376,0,2,2514224,0,0,394751,3021,2
773632,0,2,2491255,0,0,393568,3022,2
773888,0,2,2533439,0,0,402134,3023,2
774144,0,2,2556435,0,0,408428,3024,2
774400,0,2,2518829,0,0,387588,3025,2
774656,0,2,2500438,0,0,405225,3026,2
774912,0,2,2510953,0,0,400430,3027,2
775168,0,2,2783925,0,0,405692,3028,2
775424,0,2,2542866,0,0,395028,3029,2
775680,0,2,2502132,0,0,404346,3030,2
775936,0,2,2531565,0,0,406470,3031,2
776192,0,2,2567634,0,0,406554,3032,2
776448,0,2,2512265,0,0,407530,3033,2
776704,0,2,2542052,0,0,417561,3034,2
776960,0,2,2531520,0,0,403354,3035,2
777216,0,2,2561336,0,0,392409,3036,2
777472,0,2,2507535,0,0,402042,3037,2
777728,0,2,2510846,0,0,404775,3038,2
777984,0,2,2538379,0,0,392780,3039,2
778240,0,2,2572518,0,0,381419,3040,2
778496,0,2,2523119,0,0,399613,3041,2
778752,0,2,2531100,0,0,415497,3042,2
779008,0,2,2562921,0,0,407061,3043,2
779264,0,2,2556756,0,0,398608,3044,2
779520,0,2,2522252,0,0,437219,3045,2
779776,0,2,2531764,0,0,411107,3046,2
780032,0,2,2562600,0,0,402594,3047,2
780288,0,2,2538419,0,0,392886,3048,2
780544,0,2,2531993,0,0,419491,3049,2
780800,0,2,2553317,0,0,411979,3050,2
781056,0,2,2576976,0,0,405692,3051,2
781312,0,2,2549746,0,0,413129,3052,2
781568,0,2,2535878,0,0,392229,3053,2
781824,0,2,2551536,0,0,400808,3054,2
782080,0,2,2567370,0,0,396614,3055,2
782336,0,2,2549681,0,0,404693,3056,2
782592,0,2,2555138,0,0,409590,3057,2
782848,0,2,2557423,0,0,408607,3058,2
783104,0,2,2561872,0,0,398249,3059,2
783360,0,2,2527623,0,0,414820,3060,2
783616,0,2,2552489,0,0,409808,3061,2
783872,0,2,2580362,0,0,412810,3062,2
784128,0,2,2567117,0,0,398322,3063,2
784384,0,2,2544010,0,0,420268,3064,2
784640,0,2,2537719,0,0,418620,3065,2
784896,0,2,2577613,0,0,418984,3066,2
785152,0,2,2569440,0,0,397290,3067,2
785408,0,2,2558901,0,0,410377,3068,2
785664,0,2,2548090,0,0,413519,3069,2
785920,0,2,2563348,0,0,417736,3070,2
786176,0,2,2570966,0,0,408168,3071,2
